Release Name,Release Date,Release Time,App Version
argo-rollouts-2.8.0,2022-01-05,12:32:16,v1.1.0
argo-cd-3.29.5,2022-01-04,10:16:28,v2.2.2
argocd-notifications-1.7.0,2021-12-20,18:18:19,v1.2.1
argo-workflows-0.9.4,2021-12-20,11:00:00,v3.2.6
argo-rollouts-2.7.0,2021-12-20,19:13:47,v1.1.0
argo-cd-3.29.4,2021-12-20,17:27:35,v2.2.1
argo-cd-3.29.3,2021-12-18,22:09:23,v2.2.1
argo-cd-3.29.2,2021-12-17,18:39:32,v2.2.1
argo-cd-3.29.1,2021-12-17,10:06:18,v2.2.1
argocd-notifications-1.6.1,2021-12-16,09:58:40,v1.2.1
argo-cd-3.29.0,2021-12-15,10:15:30,v2.2.0
argo-cd-3.28.1,2021-12-11,19:32:10,v2.1.7
argo-cd-3.28.0,2021-12-10,15:23:06,v2.1.7
argocd-applicationset-1.7.0,2021-12-09,14:56:54,v0.2.0
argo-rollouts-2.6.0,2021-12-09,15:13:24,v1.1.0
argocd-image-updater-0.6.0,2021-12-07,06:40:34,v0.11.0
argo-workflows-0.9.3,2021-12-06,10:02:15,v3.2.4
argo-cd-3.27.1,2021-12-03,22:41:42,v2.1.7
argo-cd-3.27.0,2021-12-03,22:19:58,v2.1.7
argo-cd-3.26.12,2021-11-29,10:51:49,v2.1.7
argocd-notifications-1.6.0,2021-11-25,17:39:42,v1.2.0
argocd-image-updater-0.5.0,2021-11-24,20:47:21,v0.11.0
argo-cd-3.26.11,2021-11-24,16:30:38,v2.1.7
argo-workflows-0.9.2,2021-11-23,10:12:37,v3.2.4
argocd-image-updater-0.4.2,2021-11-22,07:18:47,v0.10.3
argo-workflows-0.9.1,2021-11-22,09:41:06,v3.2.4
argo-workflows-0.9.0,2021-11-22,09:33:03,v3.2.4
argo-workflows-0.8.3,2021-11-21,18:59:21,v3.2.4
argo-cd-3.26.10,2021-11-21,12:48:45,v2.1.7
argo-workflows-0.8.2,2021-11-19,21:36:02,v3.2.0
argocd-image-updater-0.4.1,2021-11-17,09:50:53,v0.10.3
argo-cd-3.26.9,2021-11-17,07:43:03,v2.1.6
argocd-image-updater-0.4.0,2021-11-15,23:19:27,v0.10.1
argo-rollouts-2.5.0,2021-11-15,07:02:31,v1.1.0
argocd-notifications-1.5.2,2021-11-12,09:25:30,v1.1.1
argo-cd-3.26.8,2021-11-11,15:00:04,v2.1.6
argo-cd-3.26.7,2021-11-10,17:18:47,v2.1.6
argocd-image-updater-0.3.0,2021-11-09,21:14:43,v0.10.1
argo-rollouts-2.4.0,2021-11-09,20:50:12,v1.1.0
argo-cd-3.26.6,2021-11-06,08:23:57,v2.1.6
argo-workflows-0.8.1,2021-11-01,18:13:26,v3.2.0
argo-cd-3.26.5,2021-10-31,19:32:18,v2.1.6
argo-cd-3.26.4,2021-10-31,11:57:25,v2.1.6
argo-events-1.8.0,2021-10-27,15:13:58,v1.5.0
argo-cd-3.26.3,2021-10-21,20:56:35,v2.1.5
argo-cd-3.26.2,2021-10-21,11:34:14,2.1.4
argo-cd-3.26.1,2021-10-20,06:32:59,2.1.4
argo-workflows-0.8.0,2021-10-19,15:37:06,v3.2.0
argo-cd-3.26.0,2021-10-19,17:02:52,2.1.3
argo-cd-3.25.3,2021-10-19,15:51:33,2.1.3
argo-rollouts-2.3.0,2021-10-18,12:29:40,v1.1.0
argocd-applicationset-1.6.0,2021-10-17,18:30:56,v0.2.0
argo-rollouts-2.2.1,2021-10-17,12:08:48,v1.1.0
argo-cd-3.25.2,2021-10-17,10:33:22,2.1.3
argo-workflows-0.7.3,2021-10-15,10:22:13,v3.2.0
argo-workflows-0.7.2,2021-10-15,09:42:17,v3.1.8
argo-rollouts-2.2.0,2021-10-14,14:58:28,v1.1.0
argo-cd-3.25.1,2021-10-14,12:40:36,2.1.3
argo-cd-3.25.0,2021-10-12,18:49:49,2.1.3
argo-cd-3.24.0,2021-10-06,22:13:09,2.1.3
argo-cd-3.23.1,2021-10-06,15:28:20,2.1.3
argo-cd-3.23.0,2021-10-04,22:20:00,2.1.2
argocd-notifications-1.5.1,2021-09-29,15:15:42,1.1.1
argo-cd-3.22.1,2021-09-29,09:07:29,2.1.2
argocd-applicationset-1.5.1,2021-09-27,13:58:05,v0.2.0
argocd-applicationset-1.5.0,2021-09-27,12:06:48,v0.2.0
argo-workflows-0.7.1,2021-09-27,15:18:14,v3.1.8
argo-workflows-0.7.0,2021-09-27,07:14:58,v3.1.8
argo-rollouts-2.1.1,2021-09-27,15:10:06,v1.0.2
argo-cd-3.22.0,2021-09-27,19:32:54,2.1.2
argo-cd-3.21.1,2021-09-27,10:04:46,2.1.2
argocd-image-updater-0.2.1,2021-09-20,14:43:20,v0.10.1
argo-workflows-0.6.0,2021-09-17,19:51:33,v3.1.8
argo-rollouts-2.1.0,2021-09-17,16:39:27,v1.0.2
argo-cd-3.21.0,2021-09-17,20:14:56,2.1.2
argo-cd-3.20.0,2021-09-17,17:47:39,2.1.2
argo-cd-3.19.0,2021-09-17,13:57:58,2.1.2
argocd-image-updater-0.2.0,2021-09-16,18:59:58,v0.10.1
argocd-image-updater-0.1.1,2021-09-16,17:30:59,v0.10.1
argo-rollouts-2.0.2,2021-09-16,19:06:11,v1.0.2
argo-cd-3.18.0,2021-09-16,17:59:45,2.1.2
argo-workflows-0.5.2,2021-09-15,22:27:25,v3.1.8
argo-cd-3.17.7,2021-09-15,10:31:26,2.1.2
argo-workflows-0.5.1,2021-09-13,16:21:35,v3.1.8
argo-cd-3.17.6,2021-09-02,21:59:12,2.1.2
argo-rollouts-2.0.1,2021-08-30,06:46:48,v1.0.2
argocd-notifications-1.5.0,2021-08-27,13:12:54,1.1.1
argocd-applicationset-1.4.0,2021-08-27,12:33:43,v0.2.0
argo-workflows-0.5.0,2021-08-27,12:59:50,v3.1.8
argo-cd-3.17.5,2021-08-27,13:47:25,2.1.1
argo-cd-3.17.4,2021-08-27,10:06:21,2.1.1
argo-cd-3.17.3,2021-08-26,15:11:19,2.1.1
argo-cd-3.17.2,2021-08-26,14:22:27,2.1.1
argo-cd-3.17.1,2021-08-26,13:55:36,2.1.0
argo-cd-3.17.0,2021-08-26,13:43:13,2.1.0
argocd-notifications-1.4.4,2021-08-25,12:14:37,1.1.1
argocd-applicationset-1.3.1,2021-08-25,07:05:41,v0.2.0
argo-cd-3.16.0,2021-08-25,15:05:03,2.1.0
argo-cd-3.15.0,2021-08-24,12:48:33,2.1.0
argo-cd-3.14.0,2021-08-24,12:38:02,2.1.0
argocd-applicationset-1.3.0,2021-08-23,13:05:32,v0.2.0
argocd-applicationset-1.2.0,2021-08-23,12:23:43,v0.2.0
argo-workflows-0.4.2,2021-08-23,11:13:42,v3.1.8
argo-cd-3.13.2,2021-08-23,17:23:36,2.1.0
argo-cd-3.13.1,2021-08-23,13:01:57,2.1.0
argo-cd-3.13.0,2021-08-23,12:14:11,2.1.0
argo-workflows-0.4.1,2021-08-20,16:24:43,v3.1.5
argocd-notifications-1.4.3,2021-08-18,10:02:11,1.1.1
argocd-notifications-1.4.2,2021-08-17,09:13:14,1.1.1
argo-workflows-0.4.0,2021-08-17,07:31:04,v3.1.5
argocd-image-updater-0.1.0,2021-08-16,15:23:23,v0.10.1
argo-rollouts-2.0.0,2021-08-16,15:27:43,v1.0.2
argo-cd-3.12.1,2021-08-14,11:03:56,2.0.5
argocd-applicationset-1.1.0,2021-08-13,16:37:25,v0.1.0
argo-cd-3.12.0,2021-08-13,20:15:28,2.0.5
argo-workflows-0.3.0,2021-08-11,07:32:31,v3.0.7
argo-cd-3.11.5,2021-08-11,15:44:45,2.0.5
argo-cd-3.11.4,2021-08-11,07:14:57,2.0.5
argo-workflows-0.2.13,2021-08-10,13:45:31,v3.0.7
argo-rollouts-1.0.4,2021-08-10,06:39:57,v1.0.2
argo-cd-3.11.3,2021-08-09,08:58:30,2.0.5
argo-events-1.7.0,2021-08-07,22:43:47,1.3.1
argo-cd-3.11.2,2021-08-07,13:08:09,2.0.5
argo-cd-3.11.1,2021-07-28,15:42:38,2.0.5
argo-cd-3.11.0,2021-07-28,14:37:27,2.0.5
argo-cd-3.10.2,2021-07-27,11:07:30,2.0.5
argo-cd-3.10.1,2021-07-27,01:33:24,2.0.5
argo-workflows-0.2.12,2021-07-21,16:02:29,v3.0.7
argo-workflows-0.2.9,2021-07-20,18:18:54,v3.0.7
argo-workflows-0.2.8,2021-07-20,18:10:55,v3.0.7
argo-workflows-0.2.11,2021-07-20,21:51:21,v3.0.7
argo-workflows-0.2.10,2021-07-20,18:25:05,v3.0.7
argo-cd-3.10.0,2021-07-20,11:41:23,2.0.4
argo-cd-3.9.0,2021-07-13,06:35:52,2.0.4
argo-cd-3.8.2,2021-07-13,06:26:07,2.0.4
argocd-applicationset-1.0.0,2021-07-12,10:54:40,v0.1.0
argo-cd-3.8.1,2021-07-12,11:07:21,2.0.4
argocd-notifications-1.4.1,2021-07-09,11:09:14,1.1.1
argocd-applicationset-0.1.7,2021-07-09,11:09:13,v0.1.0
argo-workflows-0.2.7,2021-07-09,11:09:12,v3.0.7
argo-rollouts-1.0.3,2021-07-09,11:09:12,v1.0.2
argo-events-1.6.4,2021-07-09,11:09:11,1.3.1
argo-cd-3.8.0,2021-07-09,12:34:38,2.0.4
argo-cd-3.7.2,2021-07-09,11:09:10,2.0.4
argo-rollouts-1.0.2,2021-07-07,15:18:22,v1.0.2
argo-cd-3.7.1,2021-07-05,09:53:30,2.0.4
argo-cd-3.7.0,2021-07-05,09:42:21,2.0.4
argo-cd-3.6.11,2021-06-29,08:49:22,2.0.4
argo-cd-3.6.10,2021-06-26,15:05:26,2.0.3
argo-workflows-0.2.6,2021-06-25,06:16:05,v3.0.7
argo-cd-3.6.9,2021-06-25,06:07:25,2.0.3
argo-workflows-0.2.5,2021-06-08,13:15:23,v3.0.2
argo-events-1.6.2,2021-06-07,08:36:00,1.3.1
argo-cd-3.6.8,2021-06-07,09:40:13,2.0.3
argo-cd-3.6.7,2021-06-07,08:52:24,2.0.3
argocd-notifications-1.4.0,2021-06-03,10:08:10,1.1.1
argocd-applicationset-0.1.6,2021-06-03,17:50:44,v0.1.0
argo-workflows-0.2.4,2021-06-03,17:11:17,v3.0.2
argo-workflows-0.2.3,2021-06-03,11:08:38,v3.0.2
argo-cd-3.6.6,2021-06-02,17:55:17,2.0.3
argo-workflows-0.2.2,2021-05-31,20:15:38,v3.0.2
argo-workflows-0.2.1,2021-05-31,16:32:09,v3.0.2
argo-workflows-0.2.0,2021-05-31,16:18:32,v3.0.2
argo-rollouts-1.0.1,2021-05-31,21:23:24,v1.0.1
argo-rollouts-1.0.0,2021-05-31,16:06:49,v1.0.1
argo-events-1.6.1,2021-05-31,16:09:51,1.3.1
argo-cd-3.6.5,2021-05-31,20:15:37,2.0.3
argo-events-1.6.0,2021-05-29,10:30:24,1.3.1
argo-cd-3.6.4,2021-05-29,14:37:41,2.0.3
argo-cd-3.6.3,2021-05-29,08:42:00,2.0.3
argo-workflows-0.1.5,2021-05-27,16:33:49,v3.0.2
argocd-notifications-1.3.2,2021-05-26,21:41:54,1.1.1
argo-workflows-0.1.4,2021-05-26,10:00:42,v3.0.2
argo-rollouts-0.5.5,2021-05-26,09:44:42,0.10.2
argo-events-1.5.0,2021-05-26,21:27:33,1.3.1
argo-events-1.4.3,2021-05-26,21:13:44,1.3.1
argo-cd-3.6.2,2021-05-26,10:35:46,2.0.1
argo-workflows-0.1.3,2021-05-25,06:06:50,v3.0.2
argo-rollouts-0.5.4,2021-05-24,21:34:19,0.10.2
argo-cd-3.6.1,2021-05-24,19:21:16,2.0.1
argo-cd-3.6.0,2021-05-23,12:25:54,2.0.1
argocd-notifications-1.3.1,2021-05-21,16:00:09,1.1.1
argocd-applicationset-0.1.5,2021-05-21,16:00:08,v0.1.0
argo-workflows-0.1.2,2021-05-21,16:50:29,v3.0.2
argo-workflows-0.1.1,2021-05-21,16:00:07,v3.0.2
argo-rollouts-0.5.3,2021-05-21,16:00:06,0.10.2
argo-events-1.4.2,2021-05-21,16:00:05,1.3.1
argo-cd-3.5.0,2021-05-21,16:43:57,2.0.1
argo-cd-3.4.1,2021-05-21,16:00:04,2.0.1
argo-1.0.0,2021-05-21,16:00:03,v2.12.5
